% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.010048498e+02 +1.010048498e+02 +1.180248498e+02 +1.180248498e+02 -1.4451e+00 +1.9089e+00 -3.6152e+00 -8.0636e-01 +1.7160e+00 -2.8702e+00 +1.5270e+00 +1.5057e+00 +1.5018e+00 -3.0228e+00 +1.4956e+00 -6.2671e-02 -2.0797e+00 +3.1484e+00 -6.5084e-01 +2.9952e+00 +2.2103e+00 +2.7286e+00 +1.1300e+00 -1.8733e+00
3 +9.449701610e+01 +9.449701610e+01 +1.115170161e+02 +1.115170161e+02 -1.1740e-01 +1.4712e-01 +1.5340e+00 -6.5247e-01 +3.2847e+00 -3.8704e+00 -3.8620e+00 +3.8116e+00 +2.6556e+00 +5.4655e-02 +5.8262e-01 -9.4543e-01 -2.8559e+00 -3.1138e-01 -2.8246e-01 +3.6748e+00 +1.4908e+00 +9.6666e-01 +9.8076e-01 +2.8151e+00
16 +5.197641724e+01 +5.197641724e+01 +6.899641724e+01 +6.899641724e+01 +8.3521e-01 -6.1306e-01 +1.8330e+00 +2.5136e+00 -5.2123e-01 -2.9938e+00 +1.6814e+00 -3.1633e+00 -2.9480e+00 -3.6478e+00 +1.6125e+00 +1.6242e+00 -3.1443e-01 +3.1167e+00 +8.4480e-01 -6.2344e-01 +1.5817e-02 +2.1132e+00 -2.6486e+00 -3.2229e+00
37 +3.688170686e+01 +3.688170686e+01 +5.390170686e+01 +5.390170686e+01 +8.2854e-01 -7.0429e-01 +1.7526e+00 +2.5929e+00 -5.4436e-01 -3.0770e+00 +1.6893e+00 -3.0777e+00 -2.8993e+00 -3.6051e+00 +1.5761e+00 +1.5465e+00 -3.1385e-01 +3.0288e+00 +7.8752e-01 -6.1869e-01 +6.6367e-02 +2.1180e+00 -2.6105e+00 -3.2710e+00
7634 +2.248790226e+01 +2.248790226e+01 +3.950790226e+01 +3.950790226e+01 +2.0102e-01 -1.8131e+00 +2.0395e+00 -3.2239e+00 +2.6463e+00 -3.2735e+00 +3.4426e-01 -3.5921e-01 -2.5093e+00 +2.0142e+00 +1.6442e+00 -8.3275e-01 -9.8070e-01 -1.9142e+00 +1.1504e+00 -1.1175e+00 +1.2933e-01 +5.9419e-01 +4.3792e-01 -2.9070e+00
% function evaluation | noise-free fitness - Fopt (-2.202000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.881059665e+01 +6.881059665e+01 -1.513894034e+02 -1.513894034e+02 +1.9663e+00 +7.9241e-01 +3.4486e+00 +3.7821e+00 +1.3978e+00 +1.9326e+00 -3.2413e+00 -6.8072e-02 -2.2009e+00 +2.3219e+00 +3.4219e+00 +1.3098e+00 -5.9725e-01 +1.7968e+00 +8.6261e-01 -2.7346e+00 -1.0197e+00 +4.9847e-01 -2.3019e+00 -2.9933e+00
20 +6.127896386e+01 +6.127896386e+01 -1.589210361e+02 -1.589210361e+02 -1.4901e+00 +1.4905e+00 +2.3265e+00 +1.1930e+00 -1.3072e+00 +8.3516e-01 -7.2880e-01 +2.0246e+00 -3.0906e+00 -9.2419e-01 -2.0199e+00 +1.5005e+00 +2.1589e+00 -7.1386e-01 +1.6197e+00 -1.9781e+00 -1.8361e+00 -1.9706e+00 -1.6791e+00 +2.9377e+00
203 +3.974363489e+01 +3.974363489e+01 -1.804563651e+02 -1.804563651e+02 +1.7822e+00 +1.5529e+00 -2.2859e-01 +1.3909e+00 +3.1049e+00 -2.0703e+00 +7.9429e-01 -2.2193e+00 -2.3646e+00 -2.4122e+00 -1.1632e+00 +8.7886e-01 +9.0834e-01 +3.2775e+00 +1.3332e+00 +8.0024e-02 +2.8076e+00 +1.6025e+00 +1.5245e+00 -6.4087e-01
6130 +2.495027192e+01 +2.495027192e+01 -1.952497281e+02 -1.952497281e+02 +1.3758e+00 +1.1524e+00 -6.0432e-01 +1.8653e+00 +3.2604e+00 -2.5961e+00 +5.0541e-01 -1.6675e+00 -2.6784e+00 -2.5477e+00 -1.0537e+00 +1.2064e+00 +9.6331e-01 +3.3989e+00 +1.0746e+00 +4.7013e-01 +3.1185e+00 +1.6158e+00 +1.6799e+00 -7.7251e-01
% function evaluation | noise-free fitness - Fopt (-2.041000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.317633211e+02 +1.317633211e+02 +1.113533211e+02 +1.113533211e+02 +1.0891e+00 -2.2921e+00 -2.1143e+00 +2.6830e+00 -3.0024e+00 +1.8839e+00 -2.2761e+00 +4.2763e-01 +2.9200e+00 -2.8100e+00 -2.4147e+00 +3.4846e+00 +1.2897e+00 -2.9323e+00 -3.4587e+00 +2.2395e+00 +2.1765e+00 +3.6531e-01 +5.4791e-01 +2.1620e+00
4 +7.218509074e+01 +7.218509074e+01 +5.177509074e+01 +5.177509074e+01 +6.8689e-01 -3.6422e+00 +3.7721e+00 +1.7715e+00 -4.2113e-02 +1.5326e+00 +3.5593e+00 +1.5840e-01 +3.6169e+00 -5.5291e-01 +3.2842e-01 +2.6814e+00 -1.2253e+00 +2.9238e-01 +9.9702e-01 +7.3142e-01 -2.2940e+00 +3.6572e+00 -4.8062e-01 +2.3348e+00
15 +5.489403023e+01 +5.489403023e+01 +3.448403023e+01 +3.448403023e+01 -4.2023e-01 +3.1382e+00 -2.4005e+00 +1.3410e+00 +3.9496e+00 -3.1956e+00 +4.1105e-01 +7.9914e-01 -2.0041e+00 -4.1807e-01 -8.5371e-01 -1.0397e+00 -3.0015e+00 +2.3375e+00 +2.1026e+00 -1.2514e+00 -2.7129e+00 -2.1133e+00 -3.5720e+00 +1.0358e+00
82 +3.250653342e+01 +3.250653342e+01 +1.209653342e+01 +1.209653342e+01 -1.4039e-01 +5.2027e-01 -3.4646e+00 +3.2539e+00 -8.9803e-02 -2.5771e+00 -5.6520e-01 -6.9613e-01 -6.9139e-01 -8.9906e-01 +1.0213e+00 -1.2965e-01 -1.4666e+00 -1.4279e-01 +1.5548e+00 -2.4304e+00 +6.0127e-01 +3.0927e+00 +3.3513e+00 -5.0277e-01
745 +2.491949037e+01 +2.491949037e+01 +4.509490374e+00 +4.509490374e+00 +1.8759e+00 +5.0964e-01 -3.5969e+00 +3.3079e+00 +2.6923e+00 -2.9146e+00 +1.6780e+00 -2.2302e+00 -1.2770e+00 -6.1872e-01 +1.1479e+00 -4.1039e-01 -1.7825e+00 -4.0160e-01 +1.5559e+00 -2.9542e+00 +1.4355e+00 +2.1077e+00 +2.3377e+00 -8.1130e-01
19101 +1.576353471e+01 +1.576353471e+01 -4.646465295e+00 -4.646465295e+00 +1.5277e+00 +3.4671e-01 -3.1228e+00 +4.0238e+00 +2.1427e+00 -2.6356e+00 +7.7810e-01 -3.1857e+00 -1.5838e+00 -6.7302e-01 +9.2253e-01 -6.2027e-01 -1.4640e+00 -8.1085e-01 +9.0991e-01 -2.0967e+00 +7.2104e-01 +1.4597e+00 +1.8935e+00 -1.3354e+00
% function evaluation | noise-free fitness - Fopt (6.081000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.954936628e+01 +8.954936628e+01 +1.503593663e+02 +1.503593663e+02 -3.6084e+00 +3.7396e+00 +3.7673e+00 +1.8520e+00 +3.6522e+00 -2.3706e+00 +5.8301e-01 -8.6789e-01 +9.8074e-01 +3.6778e+00 +2.0557e+00 +3.8242e+00 +1.5472e+00 -3.2632e+00 -3.0829e-01 +3.3593e+00 +3.2223e-01 +3.3565e+00 +8.3334e-01 +3.4712e+00
4 +4.964806497e+01 +4.964806497e+01 +1.104580650e+02 +1.104580650e+02 -1.0902e-01 +1.4080e+00 +1.7722e+00 +1.4793e+00 +3.1682e+00 -2.7496e+00 +2.6326e+00 +2.7286e+00 -3.5638e+00 +1.4962e+00 -5.2079e-01 -2.5064e+00 +3.4833e+00 -3.3982e+00 -2.8093e+00 -3.1533e-01 -3.3377e+00 -5.3762e-01 +1.5561e+00 +5.5374e-02
25 +3.267536043e+01 +3.267536043e+01 +9.348536043e+01 +9.348536043e+01 +1.0661e+00 +1.4227e+00 +1.4842e+00 +2.2910e+00 +2.5174e+00 -1.8510e+00 +2.6753e+00 +8.3657e-01 -3.5753e+00 +8.4637e-01 +1.5015e+00 +2.5978e-01 +3.2566e+00 -3.1657e+00 -2.7337e+00 +4.9191e-01 +7.5813e-01 +6.9805e-01 +1.5535e+00 +6.6622e-01
1678 +2.396793472e+01 +2.396793472e+01 +8.477793472e+01 +8.477793472e+01 +1.2319e+00 +1.1786e+00 +1.2957e+00 +2.3952e+00 +2.4021e+00 -2.0285e+00 +2.3825e+00 +5.7142e-01 -3.3698e+00 +1.0017e+00 +1.6953e+00 +4.4482e-01 +3.2716e+00 -3.3754e+00 -2.7760e+00 +7.9950e-01 +7.0269e-01 +7.1121e-01 +1.4556e+00 +5.3876e-01
% function evaluation | noise-free fitness - Fopt (-6.176300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.489877037e+02 +1.489877037e+02 -4.686422963e+02 -4.686422963e+02 +1.1975e+00 +2.8545e+00 +7.7154e-01 +3.1402e+00 -1.5220e+00 +2.2301e+00 -3.4178e+00 +7.8845e-02 +7.2434e-01 +1.9963e+00 -2.1504e+00 -1.4074e+00 +7.3125e-02 +6.6417e-01 +1.6259e+00 +9.0203e-01 +2.2897e+00 -3.5039e+00 +3.6377e+00 -1.8224e+00
10 +6.404436870e+01 +6.404436870e+01 -5.535856313e+02 -5.535856313e+02 +2.2322e+00 -1.6476e+00 -4.3764e-01 +2.3948e+00 -3.7464e+00 +1.9511e+00 +2.9951e+00 +3.6622e-02 +3.0227e+00 -3.0400e+00 +3.5264e-01 -4.6959e-01 +2.0104e+00 +3.1686e+00 -3.7334e+00 +9.1293e-01 -2.0769e+00 -3.7186e+00 +5.2188e-02 +1.7739e+00
22 +6.228319644e+01 +6.228319644e+01 -5.553468036e+02 -5.553468036e+02 -3.3691e+00 -2.0836e+00 -1.6881e+00 +2.3028e-01 -2.7919e+00 +7.9453e-01 +2.7356e+00 +1.1383e+00 +3.0193e+00 -2.0991e+00 +3.3104e-01 -5.2505e-01 -8.3695e-01 +3.0692e+00 -3.8645e+00 -1.9514e-01 -7.1101e-01 +2.2375e+00 +7.6217e-01 -2.5427e+00
221 +3.743093748e+01 +3.743093748e+01 -5.801990625e+02 -5.801990625e+02 -4.7340e-01 -5.5456e-01 -1.7935e+00 -3.2025e+00 -2.2588e+00 -1.4235e+00 +3.4025e+00 +1.7019e+00 +1.2110e+00 +2.5464e+00 -2.5324e+00 -4.4955e-01 +1.0485e+00 +1.6608e+00 -2.4435e+00 +1.9255e-01 +8.0254e-01 -2.8378e+00 -3.6447e-01 +1.6627e+00
1134 +2.398735463e+01 +2.398735463e+01 -5.936426454e+02 -5.936426454e+02 +1.9773e-01 -4.4915e-01 -1.6298e+00 -2.8941e+00 -2.2344e+00 -2.0891e+00 +3.3086e+00 +1.2338e+00 +1.2927e+00 +1.8710e+00 -2.6576e+00 +8.8574e-01 +8.0822e-01 +1.3762e+00 -2.4505e+00 +2.9961e-01 +6.9517e-01 -2.4264e+00 -4.2135e-01 +6.9667e-01
9528 +1.520425443e+01 +1.520425443e+01 -6.024257456e+02 -6.024257456e+02 -1.6100e-01 -5.4731e-01 -1.3680e+00 -2.7440e+00 -2.7483e+00 -1.5315e+00 +2.6688e+00 +5.8324e-01 +1.5163e+00 +1.8543e+00 -2.7440e+00 +1.0407e+00 +9.4169e-01 +9.6299e-01 -2.4662e+00 +1.6605e-01 +8.4708e-01 -2.0693e+00 +6.1942e-02 +1.2175e+00
