% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
12 +1.281811085e+08 +1.281811085e+08 +1.281811583e+08 +1.281811583e+08 -1.8382e+00 -2.7734e+00 -7.4404e-01 -2.1550e+00 -4.6750e-01 +1.9940e+00 +1.2851e-01 +3.0372e+00 +5.3882e-01 -3.9566e+00 +7.8545e-04 -3.3826e+00 -3.3277e+00 -3.8897e+00 +5.7155e-01 +4.1221e-02 -3.6753e+00 -2.6673e+00 -2.8457e+00 -3.1042e+00
37 +7.607110901e+07 +7.607110901e+07 +7.607115884e+07 +7.607115884e+07 -1.7888e+00 -3.1749e+00 -1.6509e+00 +7.1127e-01 -3.4355e-01 +1.9923e-01 +1.8469e-01 +2.8356e+00 -4.2979e-01 -2.0329e+00 +1.8410e-01 -3.1377e+00 -1.1948e+00 -2.7006e+00 -2.2118e-01 +7.9598e-01 -1.4709e+00 -2.4021e-01 -2.1997e+00 -1.5070e+00
807 +6.208395044e+07 +6.208395044e+07 +6.208400027e+07 +6.208400027e+07 -1.8392e+00 -3.2886e+00 -1.5820e+00 +5.0051e-01 -6.9796e-02 -1.1489e-01 +6.3153e-02 +2.4765e+00 -4.1264e-01 -2.1387e+00 +3.1421e-01 -3.0458e+00 -1.0979e+00 -2.7330e+00 -3.6195e-01 +5.0671e-01 -1.3557e+00 -3.8642e-01 -1.9187e+00 -1.7519e+00
3438 +3.834119666e+07 +3.834119666e+07 +3.834124649e+07 +3.834124649e+07 -1.8375e+00 -3.2569e+00 -1.4311e+00 -2.7180e-01 +8.2184e-01 -8.2812e-01 -3.7750e-01 +2.2189e+00 -5.4816e-01 -1.9632e+00 +4.6831e-01 -3.0296e+00 -1.2287e+00 -2.4914e+00 -6.3489e-01 +1.5582e-01 -1.3464e+00 -5.2939e-01 -2.1032e+00 -1.6920e+00
5346 +2.466640078e+07 +2.466640078e+07 +2.466645061e+07 +2.466645061e+07 -1.8299e+00 -3.0608e+00 -1.0786e+00 -6.8041e-01 +1.1158e+00 -1.2626e+00 -6.9677e-01 +1.4114e+00 -3.9627e-01 -1.7874e+00 +8.3726e-01 -3.3255e+00 -1.2009e+00 -2.3822e+00 -8.5430e-01 -2.3562e-01 -1.6593e+00 -6.0039e-01 -2.5752e+00 -1.8301e+00
6595 +1.575177814e+07 +1.575177814e+07 +1.575182797e+07 +1.575182797e+07 -1.9358e+00 -2.6878e+00 -7.3228e-01 -1.1051e+00 +1.3415e+00 -1.6599e+00 -6.4744e-01 +9.4312e-01 -2.2194e-01 -1.7128e+00 +8.0775e-01 -3.3051e+00 -1.3988e+00 -2.6523e+00 -1.0582e+00 -3.6251e-01 -1.8991e+00 -8.2568e-01 -2.8491e+00 -1.5726e+00
7965 +9.640880895e+06 +9.640880895e+06 +9.640930725e+06 +9.640930725e+06 -2.2277e+00 -2.5637e+00 -3.7397e-01 -1.4318e+00 +1.6803e+00 -2.2130e+00 -5.7618e-01 +6.7815e-01 -1.6075e-01 -1.5568e+00 +6.9235e-01 -3.2698e+00 -1.6653e+00 -2.8182e+00 -1.1682e+00 -6.8074e-01 -2.1805e+00 -1.0517e+00 -3.0485e+00 -1.5657e+00
9091 +5.947295587e+06 +5.947295587e+06 +5.947345417e+06 +5.947345417e+06 -2.2732e+00 -2.5719e+00 -4.5235e-02 -1.8764e+00 +1.9084e+00 -2.4890e+00 -7.0816e-01 +6.6081e-01 -1.9656e-01 -1.6493e+00 +9.4844e-01 -3.1232e+00 -1.7383e+00 -2.8276e+00 -1.4042e+00 -7.6338e-01 -2.3718e+00 -1.0134e+00 -3.1287e+00 -1.4183e+00
9734 +3.905230304e+06 +3.905230304e+06 +3.905280134e+06 +3.905280134e+06 -2.2937e+00 -2.5467e+00 +2.6502e-01 -2.1778e+00 +2.1328e+00 -2.5431e+00 -5.2495e-01 +7.7851e-01 -7.0832e-02 -1.6300e+00 +9.9885e-01 -2.9367e+00 -1.7751e+00 -2.7945e+00 -1.4423e+00 -9.5461e-01 -2.3853e+00 -1.0784e+00 -3.3251e+00 -1.3551e+00
10601 +2.511271043e+06 +2.511271043e+06 +2.511320873e+06 +2.511320873e+06 -2.0564e+00 -2.9519e+00 +3.1538e-01 -2.4540e+00 +2.1762e+00 -2.8023e+00 -4.5426e-01 +5.0073e-01 -2.2418e-01 -1.5900e+00 +9.5514e-01 -2.8689e+00 -1.6724e+00 -2.5956e+00 -1.6400e+00 -9.4967e-01 -2.3297e+00 -1.1044e+00 -3.4230e+00 -1.2429e+00
11243 +1.307305457e+06 +1.307305457e+06 +1.307355287e+06 +1.307355287e+06 -2.1326e+00 -2.8236e+00 +7.5186e-01 -2.6866e+00 +2.6303e+00 -3.1084e+00 -3.7214e-01 +6.7606e-01 -1.9848e-01 -1.5666e+00 +1.0076e+00 -2.8852e+00 -1.6805e+00 -2.5362e+00 -1.4303e+00 -1.1100e+00 -2.2818e+00 -1.3894e+00 -3.2992e+00 -1.1263e+00
11632 +9.121885494e+05 +9.121885494e+05 +9.122383794e+05 +9.122383794e+05 -2.0069e+00 -2.5978e+00 +5.5051e-01 -2.8833e+00 +2.6100e+00 -3.0774e+00 -4.4333e-01 +6.3645e-01 -2.9712e-01 -1.5685e+00 +7.9589e-01 -2.7426e+00 -1.6575e+00 -2.6385e+00 -1.5859e+00 -1.0988e+00 -2.2849e+00 -1.1937e+00 -3.4177e+00 -1.2337e+00
12109 +6.293826144e+05 +6.293826144e+05 +6.294324444e+05 +6.294324444e+05 -2.0681e+00 -2.4920e+00 +5.3965e-01 -3.0316e+00 +2.6562e+00 -3.2077e+00 -5.2114e-01 +6.6147e-01 -3.1634e-01 -1.5182e+00 +9.1591e-01 -2.8374e+00 -1.5546e+00 -2.6754e+00 -1.6483e+00 -1.1301e+00 -2.4155e+00 -1.2965e+00 -3.4184e+00 -1.0800e+00
12510 +3.834782245e+05 +3.834782245e+05 +3.835280545e+05 +3.835280545e+05 -1.9247e+00 -2.4883e+00 +6.9259e-01 -3.2394e+00 +2.7256e+00 -3.2996e+00 -5.2514e-01 +4.4200e-01 -3.1561e-01 -1.4909e+00 +8.6720e-01 -2.7333e+00 -1.7115e+00 -2.7617e+00 -1.6423e+00 -1.1156e+00 -2.3947e+00 -1.2461e+00 -3.4565e+00 -1.1984e+00
12882 +2.478948929e+05 +2.478948929e+05 +2.479447229e+05 +2.479447229e+05 -1.9462e+00 -2.3935e+00 +6.9532e-01 -3.3052e+00 +2.7585e+00 -3.3263e+00 -3.3653e-01 +4.6430e-01 -1.7933e-01 -1.6203e+00 +1.0404e+00 -2.7905e+00 -1.6872e+00 -2.6988e+00 -1.6507e+00 -1.1737e+00 -2.3246e+00 -1.3321e+00 -3.6509e+00 -1.0906e+00
13288 +1.368353614e+05 +1.368353614e+05 +1.368851914e+05 +1.368851914e+05 -1.9850e+00 -2.4352e+00 +8.6755e-01 -3.3391e+00 +2.8407e+00 -3.3420e+00 -4.5912e-01 +5.3749e-01 -3.6204e-01 -1.7254e+00 +1.0525e+00 -2.9167e+00 -1.6516e+00 -2.4608e+00 -1.6675e+00 -1.1862e+00 -2.2408e+00 -1.1439e+00 -3.7282e+00 -1.0471e+00
13877 +9.917882898e+04 +9.917882898e+04 +9.922865898e+04 +9.922865898e+04 -1.9520e+00 -2.3436e+00 +9.4894e-01 -3.3559e+00 +2.7950e+00 -3.4561e+00 -3.6762e-01 +4.5403e-01 -3.6956e-01 -1.7497e+00 +9.4562e-01 -3.0564e+00 -1.5451e+00 -2.5819e+00 -1.6491e+00 -1.1084e+00 -2.3634e+00 -1.2761e+00 -3.6519e+00 -1.0171e+00
15957 +5.452318578e+04 +5.452318578e+04 +5.457301578e+04 +5.457301578e+04 -1.3929e+00 -2.8094e+00 +1.9530e+00 -3.3252e+00 +2.0674e+00 -2.9606e+00 -4.7611e-01 -4.5896e-01 +2.7953e-01 -2.8299e+00 +1.2821e+00 -2.5024e+00 -2.2572e+00 -2.3648e+00 -8.5335e-01 -1.9905e+00 -2.2298e+00 -1.0239e+00 -3.9407e+00 -6.4122e-01
16110 +3.646382302e+04 +3.646382302e+04 +3.651365302e+04 +3.651365302e+04 -1.4343e+00 -2.8835e+00 +1.9073e+00 -3.3646e+00 +2.0447e+00 -3.0238e+00 -5.0452e-01 -4.1772e-01 +3.1655e-01 -2.8584e+00 +1.3483e+00 -2.5285e+00 -2.1699e+00 -2.2977e+00 -9.2897e-01 -2.0489e+00 -2.1799e+00 -1.0367e+00 -4.0252e+00 -6.5956e-01
