% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
16640 +6.305499028e+05 +6.305499028e+05 +6.306065128e+05 +6.306065128e+05 -3.7219e+00 -2.2622e+00 -3.7276e+00 +7.2231e-01 -2.9144e+00 -2.4412e+00 +2.7203e+00 -3.5033e+00 -1.7094e+00 +1.8939e+00 +2.9490e+00 +1.8019e+00 +2.4080e+00 +1.5127e+00 -2.5246e+00 +1.5425e+00 +7.4270e-03 +2.1624e+00 +6.0065e-01 -3.7866e+00
16896 +3.908180037e+05 +3.908180037e+05 +3.908746137e+05 +3.908746137e+05 -3.6529e+00 -2.2629e+00 -3.7585e+00 +7.0169e-01 -2.8809e+00 -2.2434e+00 +2.7664e+00 -3.3778e+00 -1.6982e+00 +1.8433e+00 +3.0262e+00 +1.8448e+00 +2.4114e+00 +1.5048e+00 -2.4435e+00 +1.7114e+00 +1.0659e-02 +2.1514e+00 +5.0797e-01 -3.8612e+00
17554 +2.393334611e+05 +2.393334611e+05 +2.393900711e+05 +2.393900711e+05 -3.7714e+00 -2.4095e+00 -3.8329e+00 +6.7487e-01 -2.9508e+00 -2.4079e+00 +2.8211e+00 -3.3310e+00 -1.3908e+00 +1.7547e+00 +3.2457e+00 +1.6865e+00 +2.4401e+00 +1.3853e+00 -2.4779e+00 +1.6516e+00 +8.2084e-02 +2.1831e+00 +3.4445e-01 -3.9560e+00
17683 +1.543033099e+05 +1.543033099e+05 +1.543599199e+05 +1.543599199e+05 -3.7931e+00 -2.3718e+00 -3.8260e+00 +6.1034e-01 -2.8901e+00 -2.3846e+00 +2.8695e+00 -3.3995e+00 -1.3138e+00 +1.7515e+00 +3.3193e+00 +1.7733e+00 +2.4470e+00 +1.3516e+00 -2.4100e+00 +1.6878e+00 +1.3320e-02 +2.0986e+00 +3.7296e-01 -4.0303e+00
18868 +9.828864119e+04 +9.828864119e+04 +9.834525119e+04 +9.834525119e+04 -3.7516e+00 -2.5428e+00 -3.8914e+00 +8.2891e-01 -2.9256e+00 -2.1579e+00 +2.6831e+00 -3.6628e+00 -1.2249e+00 +1.5758e+00 +3.2993e+00 +2.2957e+00 +2.0787e+00 +1.3668e+00 -2.7737e+00 +1.7725e+00 -1.2137e-01 +2.0756e+00 +3.9794e-01 -4.1252e+00
20105 +4.220919074e+04 +4.220919074e+04 +4.226580074e+04 +4.226580074e+04 -3.8428e+00 -2.5873e+00 -3.8178e+00 +9.0025e-01 -2.9262e+00 -2.1175e+00 +2.8047e+00 -3.5533e+00 -1.2223e+00 +1.7060e+00 +3.2456e+00 +2.1976e+00 +2.0734e+00 +1.4434e+00 -2.5650e+00 +1.9071e+00 -2.2817e-01 +2.1127e+00 +3.8182e-01 -4.1226e+00
24375 +3.042274878e+04 +3.042274878e+04 +3.047935878e+04 +3.047935878e+04 -3.9256e+00 -2.7014e+00 -3.9232e+00 +8.6306e-01 -2.9418e+00 -2.0522e+00 +2.6724e+00 -3.6644e+00 -1.1184e+00 +1.6361e+00 +3.2334e+00 +2.2468e+00 +1.9560e+00 +1.3161e+00 -2.7856e+00 +1.9808e+00 -2.9188e-01 +2.1333e+00 +3.8357e-01 -4.2551e+00
% function evaluation | noise-free fitness - Fopt (-1.810000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.385745862e+09 +1.385745862e+09 +1.385745844e+09 +1.385745844e+09 +1.8969e+00 +3.6040e-01 -2.3664e+00 +1.0796e+00 +2.8299e+00 -3.7918e+00 +2.8750e+00 -1.6915e+00 +2.9042e-01 +9.6516e-01 -1.8340e+00 -3.0700e+00 +2.1417e+00 +1.2288e+00 +3.6416e+00 -3.5574e+00 +8.7589e-01 +4.5389e-01 -2.4949e+00 +1.9011e+00
2 +6.233875147e+08 +6.233875147e+08 +6.233874966e+08 +6.233874966e+08 -1.7701e-01 -2.7304e+00 +5.6565e-01 -3.0644e+00 +9.1989e-01 +2.3859e-01 +2.3324e+00 -3.6044e+00 -2.9089e+00 +1.9954e+00 +1.5504e+00 +2.0466e+00 +9.5923e-01 +1.4338e+00 -6.6986e-01 -3.7927e+00 -1.3485e+00 -2.9986e+00 -2.2082e+00 -1.4086e+00
12 +3.068066289e+08 +3.068066289e+08 +3.068066108e+08 +3.068066108e+08 +3.0845e+00 +3.5917e+00 -2.4184e+00 -3.0885e+00 +1.8578e+00 -1.2050e+00 +8.5728e-01 +1.4259e+00 -2.0468e+00 +8.0359e-01 -2.5498e+00 -1.8175e-01 +1.0764e+00 +9.6616e-01 -3.7880e+00 -1.0282e+00 -3.3562e-01 +1.4179e+00 -1.4784e+00 +3.3814e+00
19 +1.632766617e+08 +1.632766617e+08 +1.632766436e+08 +1.632766436e+08 +8.0363e-01 -6.9297e-01 +3.8245e+00 -8.6894e-03 +3.8330e+00 -2.4243e+00 -7.6054e-01 -3.6944e+00 -1.7970e+00 +2.2529e+00 -3.5517e+00 -1.2691e+00 +2.0981e+00 -2.8788e-01 -2.1807e+00 +1.3163e+00 +2.9693e+00 -2.7813e+00 +3.6188e+00 -3.3174e+00
34 +1.538815733e+08 +1.538815733e+08 +1.538815552e+08 +1.538815552e+08 +7.0829e-01 -6.2978e-01 +3.7995e+00 -9.6328e-02 +3.7849e+00 -2.3249e+00 -7.9201e-01 -3.6629e+00 -1.8193e+00 +2.3178e+00 -3.5139e+00 -1.3623e+00 +2.0993e+00 -3.4202e-01 -2.1730e+00 +1.4116e+00 +2.9726e+00 -2.8700e+00 +3.6936e+00 -3.2398e+00
74 +6.460705201e+07 +6.460705201e+07 +6.460703391e+07 +6.460703391e+07 -4.9317e-01 -2.2634e+00 +2.7227e-01 -8.9499e-01 +9.6140e-01 +2.3212e+00 +3.1999e+00 -1.4263e+00 +8.7112e-01 +4.2162e-01 -2.3740e+00 -2.8789e+00 +3.4692e+00 -1.9652e+00 +2.6719e+00 +7.5930e-01 +1.2822e+00 -2.3465e+00 +2.7635e+00 +8.2253e-02
216 +4.926783933e+07 +4.926783933e+07 +4.926782123e+07 +4.926782123e+07 -1.0045e+00 -2.2608e+00 +1.5647e+00 -1.6943e-01 +1.6706e+00 +1.7440e+00 +2.6586e+00 -2.4689e+00 +7.5377e-01 +2.2363e-01 -2.5226e+00 -2.1785e+00 +3.1664e+00 -2.2278e+00 +1.9530e+00 +1.7930e+00 -3.9892e-01 -2.3253e+00 +1.8906e+00 -8.7121e-03
861 +3.925454698e+07 +3.925454698e+07 +3.925452888e+07 +3.925452888e+07 -9.9234e-01 -2.0596e+00 +1.6295e+00 +7.6942e-02 +1.4368e+00 +1.5896e+00 +2.5548e+00 -2.7254e+00 +9.0154e-01 +3.8508e-01 -2.4901e+00 -2.2697e+00 +3.0224e+00 -2.4123e+00 +1.8010e+00 +1.6741e+00 -6.7812e-01 -2.4017e+00 +2.1963e+00 -1.0228e-01
2751 +2.510448541e+07 +2.510448541e+07 +2.510446731e+07 +2.510446731e+07 -8.4604e-01 -1.3690e+00 +1.8760e+00 +3.8710e-01 +1.6352e+00 +1.6030e+00 +2.3338e+00 -2.4081e+00 +1.2638e+00 +9.2077e-01 -2.4283e+00 -2.4969e+00 +2.7188e+00 -2.1031e+00 +1.7465e+00 +1.5900e+00 -8.5061e-01 -2.5089e+00 +2.7970e+00 +6.1584e-02
4144 +1.556020002e+07 +1.556020002e+07 +1.556018192e+07 +1.556018192e+07 -6.3758e-01 -1.0583e+00 +2.3895e+00 +1.0223e+00 +1.7809e+00 +1.3503e+00 +2.8064e+00 -2.5561e+00 +1.0431e+00 +1.5537e+00 -2.2492e+00 -2.4141e+00 +2.2888e+00 -2.3362e+00 +1.9422e+00 +1.7180e+00 -7.0136e-01 -2.7887e+00 +3.1710e+00 +1.8376e-01
5771 +9.744888677e+06 +9.744888677e+06 +9.744870577e+06 +9.744870577e+06 -6.2378e-01 -3.2659e-01 +2.2983e+00 +1.5722e+00 +1.7218e+00 +9.9922e-01 +2.5707e+00 -2.5938e+00 +1.0579e+00 +1.7099e+00 -2.0190e+00 -2.4461e+00 +2.2185e+00 -2.5031e+00 +1.8793e+00 +2.0099e+00 -9.8762e-01 -2.8064e+00 +3.3880e+00 +2.2184e-01
6893 +6.206656583e+06 +6.206656583e+06 +6.206638483e+06 +6.206638483e+06 -7.5202e-01 -1.6715e-01 +2.5927e+00 +1.8774e+00 +1.9472e+00 +1.0138e+00 +2.4832e+00 -2.4129e+00 +1.1998e+00 +1.9058e+00 -2.0097e+00 -2.5499e+00 +2.0563e+00 -2.3022e+00 +1.4734e+00 +2.0294e+00 -8.6105e-01 -2.6803e+00 +3.7108e+00 -6.0941e-02
8011 +3.842102730e+06 +3.842102730e+06 +3.842084630e+06 +3.842084630e+06 -6.3448e-01 -1.3812e-01 +2.9402e+00 +2.3106e+00 +2.0187e+00 +9.9966e-01 +2.3217e+00 -2.4905e+00 +1.2007e+00 +2.1089e+00 -1.9935e+00 -2.5635e+00 +1.8282e+00 -2.1738e+00 +1.4091e+00 +1.9927e+00 -9.0407e-01 -2.8896e+00 +3.6806e+00 -3.4296e-01
8559 +2.465874910e+06 +2.465874910e+06 +2.465856810e+06 +2.465856810e+06 -6.1883e-01 +9.1806e-02 +2.9564e+00 +2.5265e+00 +2.0361e+00 +6.7226e-01 +2.3528e+00 -2.4125e+00 +1.3783e+00 +2.1166e+00 -1.8706e+00 -2.6488e+00 +1.7958e+00 -2.2999e+00 +1.2255e+00 +1.7653e+00 -8.5906e-01 -2.8398e+00 +3.8171e+00 -5.5405e-01
9391 +1.416592501e+06 +1.416592501e+06 +1.416574401e+06 +1.416574401e+06 -5.8452e-01 +2.6467e-01 +3.1072e+00 +2.7706e+00 +1.9837e+00 +3.8303e-01 +2.5346e+00 -2.4269e+00 +1.2212e+00 +2.3282e+00 -1.9459e+00 -2.9621e+00 +1.7070e+00 -2.2671e+00 +1.1558e+00 +1.8598e+00 -7.1816e-01 -3.0213e+00 +3.8798e+00 -3.4091e-01
9796 +9.999092783e+05 +9.999092783e+05 +9.998911783e+05 +9.998911783e+05 -5.0353e-01 +3.0656e-01 +2.9325e+00 +2.9892e+00 +2.0198e+00 +4.3857e-01 +2.4736e+00 -2.5959e+00 +1.3556e+00 +2.4521e+00 -1.9626e+00 -2.8255e+00 +1.7706e+00 -2.2996e+00 +9.3724e-01 +1.7450e+00 -6.8186e-01 -3.0595e+00 +4.0654e+00 -4.7089e-01
10176 +5.737022471e+05 +5.737022471e+05 +5.736841471e+05 +5.736841471e+05 -6.7337e-01 +4.0396e-01 +2.9524e+00 +3.1030e+00 +2.1034e+00 +4.6916e-01 +2.3837e+00 -2.3010e+00 +1.3061e+00 +2.4945e+00 -2.0011e+00 -3.1157e+00 +1.5960e+00 -2.3972e+00 +1.2434e+00 +1.8968e+00 -8.5951e-01 -3.2903e+00 +3.9878e+00 -5.4113e-01
10652 +3.427580345e+05 +3.427580345e+05 +3.427399345e+05 +3.427399345e+05 -5.0567e-01 +4.9364e-01 +3.0057e+00 +3.2361e+00 +2.1066e+00 +3.8928e-01 +2.2666e+00 -2.4625e+00 +1.2628e+00 +2.5704e+00 -1.8990e+00 -3.0040e+00 +1.5664e+00 -2.3139e+00 +9.8563e-01 +1.8487e+00 -7.0223e-01 -3.2911e+00 +3.8718e+00 -5.6989e-01
10902 +2.391516622e+05 +2.391516622e+05 +2.391335622e+05 +2.391335622e+05 -4.7668e-01 +5.6823e-01 +3.0182e+00 +3.2422e+00 +2.1067e+00 +5.3252e-01 +2.4052e+00 -2.4178e+00 +1.2185e+00 +2.7515e+00 -1.8623e+00 -3.0055e+00 +1.4692e+00 -2.3051e+00 +1.1326e+00 +1.7776e+00 -6.3250e-01 -3.2488e+00 +3.8435e+00 -6.4001e-01
11163 +1.557869701e+05 +1.557869701e+05 +1.557688701e+05 +1.557688701e+05 -5.1250e-01 +6.8365e-01 +2.9378e+00 +3.3828e+00 +2.1689e+00 +5.0030e-01 +2.2758e+00 -2.5675e+00 +1.2161e+00 +2.7633e+00 -1.9078e+00 -3.1712e+00 +1.5685e+00 -2.2825e+00 +9.8545e-01 +1.6660e+00 -7.1659e-01 -3.2448e+00 +3.9660e+00 -6.0641e-01
11812 +9.407360307e+04 +9.407360307e+04 +9.405550307e+04 +9.405550307e+04 -6.8515e-01 +6.5894e-01 +2.9351e+00 +3.3397e+00 +2.2678e+00 +5.7415e-01 +2.2021e+00 -2.5330e+00 +1.1674e+00 +2.9519e+00 -1.9375e+00 -3.2030e+00 +1.6829e+00 -2.5245e+00 +1.1493e+00 +1.9044e+00 -6.4875e-01 -3.2768e+00 +3.8634e+00 -7.8005e-01
12167 +4.907137108e+04 +4.907137108e+04 +4.905327108e+04 +4.905327108e+04 -6.2993e-01 +6.2786e-01 +2.9437e+00 +3.3789e+00 +2.0911e+00 +5.6869e-01 +2.2745e+00 -2.4480e+00 +1.3535e+00 +2.9853e+00 -1.9953e+00 -3.1291e+00 +1.6269e+00 -2.3686e+00 +1.1289e+00 +1.7905e+00 -6.1641e-01 -3.3042e+00 +3.9469e+00 -7.3677e-01
12685 +3.613891216e+04 +3.613891216e+04 +3.612081216e+04 +3.612081216e+04 -6.6638e-01 +6.6685e-01 +2.8680e+00 +3.4063e+00 +2.1335e+00 +4.0800e-01 +2.1877e+00 -2.5087e+00 +1.2694e+00 +3.0639e+00 -1.9044e+00 -3.1319e+00 +1.6464e+00 -2.3451e+00 +1.0922e+00 +1.8440e+00 -6.3224e-01 -3.1421e+00 +3.8170e+00 -7.5215e-01
% function evaluation | noise-free fitness - Fopt (3.777000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.311460408e+08 +1.311460408e+08 +1.311460786e+08 +1.311460786e+08 +3.9829e+00 +2.0528e+00 -6.8789e-01 +1.3650e+00 -4.2721e-01 -2.5738e+00 -3.3903e+00 -1.1040e+00 -3.0326e+00 +3.9154e-01 +3.6229e+00 +2.0649e+00 -2.6628e+00 +1.8670e+00 -1.1524e+00 +1.6293e+00 +1.3435e+00 +7.5608e-01 +9.5505e-01 -2.2452e+00
37 +9.889153810e+07 +9.889153810e+07 +9.889157587e+07 +9.889157587e+07 +2.4342e+00 +8.0701e-01 -1.0234e-01 +1.4451e+00 +1.7617e-01 -1.3939e+00 -3.2575e+00 -1.0154e+00 -1.3778e+00 +5.6986e-01 -7.2173e-01 +4.5687e-01 +2.3266e+00 -2.7026e-01 -1.6835e+00 -1.1326e-01 +1.1147e+00 +5.7916e-01 -2.6217e-01 -2.3084e+00
225 +4.621326968e+07 +4.621326968e+07 +4.621330745e+07 +4.621330745e+07 +7.0928e-02 -2.4262e-01 +6.0108e-01 +2.4594e+00 -1.2928e+00 -1.5678e+00 -2.9287e+00 +2.3171e+00 -4.0595e-01 -2.1538e+00 +1.7762e-01 +2.1123e-01 +7.8032e-01 +6.1992e-01 +1.4685e-01 +9.2674e-01 +3.3418e-01 -1.6878e+00 -3.9123e-01 -3.0151e-01
737 +3.979599955e+07 +3.979599955e+07 +3.979603732e+07 +3.979603732e+07 +9.4149e-02 -1.1077e-01 +3.9540e-01 +2.3613e+00 -1.1323e+00 -1.6872e+00 -2.8101e+00 +2.2778e+00 -3.2267e-01 -2.0986e+00 +3.8916e-01 +1.7047e-01 +5.1668e-01 +7.9548e-01 +1.2436e-01 +8.3160e-01 +2.6023e-01 -1.5636e+00 -1.6082e-01 -2.0909e-01
2232 +2.479479634e+07 +2.479479634e+07 +2.479483411e+07 +2.479483411e+07 -1.4340e-01 +4.4630e-01 +4.0973e-01 +1.7029e+00 -9.1987e-01 -1.9506e+00 -2.7879e+00 +2.2383e+00 -5.4747e-01 -2.0562e+00 +7.4233e-01 -1.5076e-01 -6.6843e-02 +9.4600e-01 +1.5032e-01 +6.0149e-01 +4.4091e-02 -9.1613e-01 -1.9809e-02 -2.8918e-01
3752 +1.553033218e+07 +1.553033218e+07 +1.553036995e+07 +1.553036995e+07 -7.6598e-02 +1.2866e+00 +5.0297e-01 +1.4057e+00 -6.0133e-01 -2.3411e+00 -2.9037e+00 +2.2667e+00 -5.0880e-01 -1.7961e+00 +6.9228e-01 -7.8609e-02 -4.0299e-01 +6.4548e-01 -1.5304e-02 +4.5012e-01 -5.9423e-02 -6.9439e-01 +3.3700e-01 -2.4112e-01
5251 +9.985096240e+06 +9.985096240e+06 +9.985134010e+06 +9.985134010e+06 -9.8151e-02 +1.6880e+00 +4.2496e-01 +1.3087e+00 -7.1442e-02 -2.5077e+00 -2.8869e+00 +2.4138e+00 -2.0104e-01 -1.8600e+00 +8.7602e-01 -2.0142e-01 -3.8105e-01 +4.5664e-01 -4.9913e-01 +4.7336e-01 -2.0025e-01 -4.5904e-01 +1.7226e-01 -2.2263e-01
6372 +6.219674975e+06 +6.219674975e+06 +6.219712745e+06 +6.219712745e+06 -3.8569e-02 +1.8308e+00 +6.0642e-01 +9.4421e-01 -2.3214e-03 -2.8039e+00 -2.8013e+00 +2.2722e+00 -3.2402e-01 -2.0881e+00 +9.6995e-01 -3.2875e-01 -5.8271e-01 +3.6350e-01 -9.1502e-01 +4.6506e-01 -3.2928e-01 -2.5368e-01 +3.2367e-01 -3.7012e-01
7157 +3.851016975e+06 +3.851016975e+06 +3.851054745e+06 +3.851054745e+06 -2.1795e-01 +2.1601e+00 +8.1763e-01 +8.6625e-01 +3.6799e-01 -2.9019e+00 -2.8510e+00 +2.3197e+00 -3.4017e-01 -1.9836e+00 +1.2924e+00 -1.8950e-01 -7.5889e-01 +2.7020e-01 -1.1341e+00 +3.8437e-01 -4.8936e-01 -1.4040e-01 +9.1343e-02 -4.4284e-01
8150 +2.495392558e+06 +2.495392558e+06 +2.495430328e+06 +2.495430328e+06 -2.4002e-01 +2.2381e+00 +6.3031e-01 +5.8801e-01 +4.4758e-01 -2.9114e+00 -2.5515e+00 +2.2614e+00 -3.2417e-01 -2.0281e+00 +1.3540e+00 -4.1191e-02 -8.5290e-01 +4.1672e-02 -1.3306e+00 +3.3821e-01 -7.8513e-01 +7.4166e-02 +2.2577e-01 -2.3774e-01
8794 +1.566732059e+06 +1.566732059e+06 +1.566769829e+06 +1.566769829e+06 -1.8145e-01 +2.3442e+00 +8.2422e-01 +6.4853e-01 +4.4866e-01 -3.2845e+00 -2.5236e+00 +2.3000e+00 -1.5058e-01 -2.0966e+00 +1.3518e+00 -9.1300e-02 -1.0677e+00 -2.9691e-01 -1.3738e+00 +3.9893e-01 -7.6582e-01 +8.8235e-02 +4.1319e-01 -3.4303e-01
9277 +9.089511827e+05 +9.089511827e+05 +9.089889527e+05 +9.089889527e+05 -5.8029e-02 +2.4743e+00 +6.7992e-01 +6.6428e-01 +6.8766e-01 -3.4154e+00 -2.5403e+00 +2.6220e+00 -3.7009e-01 -2.1779e+00 +1.4458e+00 -2.4871e-01 -1.1527e+00 -1.1965e-01 -1.5188e+00 +2.4665e-01 -6.4033e-01 +2.8242e-01 +5.4626e-01 -2.7500e-01
9661 +6.169138013e+05 +6.169138013e+05 +6.169515713e+05 +6.169515713e+05 -6.6663e-02 +2.5198e+00 +6.8160e-01 +5.3476e-01 +6.9443e-01 -3.4740e+00 -2.5247e+00 +2.5618e+00 -3.2866e-01 -2.2669e+00 +1.6785e+00 -1.1264e-01 -1.1524e+00 -1.3633e-01 -1.5481e+00 +2.8839e-01 -7.0904e-01 +3.6843e-01 +5.3378e-01 -3.5026e-01
10051 +3.040315033e+05 +3.040315033e+05 +3.040692733e+05 +3.040692733e+05 -7.6152e-02 +2.6041e+00 +7.1720e-01 +5.1523e-01 +6.4218e-01 -3.4812e+00 -2.6873e+00 +2.4078e+00 -3.8219e-01 -2.0077e+00 +1.7160e+00 -2.6133e-02 -1.4018e+00 -1.9725e-01 -1.6097e+00 +3.7939e-01 -7.3219e-01 +4.9594e-01 +7.1743e-01 -3.7248e-01
10670 +2.193777237e+05 +2.193777237e+05 +2.194154937e+05 +2.194154937e+05 +6.2551e-02 +2.6732e+00 +7.3490e-01 +5.4015e-01 +7.1321e-01 -3.5699e+00 -2.6820e+00 +2.4384e+00 -3.0436e-01 -1.8806e+00 +1.8280e+00 -1.0318e-01 -1.5074e+00 -2.3411e-01 -1.5174e+00 +4.3942e-01 -7.7731e-01 +6.3820e-01 +6.8111e-01 -4.0884e-01
11037 +1.342780467e+05 +1.342780467e+05 +1.343158167e+05 +1.343158167e+05 +7.6588e-02 +2.8525e+00 +7.9333e-01 +4.1939e-01 +8.0907e-01 -3.6465e+00 -2.6586e+00 +2.4086e+00 -2.7588e-01 -2.0990e+00 +1.8561e+00 -1.2308e-01 -1.4853e+00 -2.3020e-01 -1.6861e+00 +3.7889e-01 -8.3969e-01 +7.0889e-01 +7.5721e-01 -3.8943e-01
11311 +9.999938358e+04 +9.999938358e+04 +1.000371536e+05 +1.000371536e+05 -8.2239e-02 +2.8005e+00 +6.9369e-01 +3.8511e-01 +8.4697e-01 -3.5324e+00 -2.7673e+00 +2.4305e+00 -1.6383e-01 -2.0196e+00 +1.8677e+00 -2.8944e-01 -1.5209e+00 -1.1222e-01 -1.6321e+00 +3.1085e-01 -8.2848e-01 +6.5702e-01 +7.8118e-01 -4.0418e-01
12569 +4.564392071e+04 +4.564392071e+04 +4.568169071e+04 +4.568169071e+04 -5.6234e-02 +2.8400e+00 +7.1386e-01 +3.5487e-01 +5.9628e-01 -3.5730e+00 -2.5759e+00 +2.3253e+00 -2.5581e-01 -1.9791e+00 +1.7415e+00 -1.6627e-01 -1.6060e+00 -2.4026e-01 -1.7285e+00 +3.9494e-01 -9.9925e-01 +7.3310e-01 +6.3599e-01 -4.9485e-01
12941 +3.758380466e+04 +3.758380466e+04 +3.762157466e+04 +3.762157466e+04 -1.3990e-02 +2.8833e+00 +6.6306e-01 +4.0628e-01 +6.2729e-01 -3.4459e+00 -2.6094e+00 +2.3950e+00 -2.2349e-01 -1.9597e+00 +1.7432e+00 -1.1094e-01 -1.5854e+00 -1.5802e-01 -1.8409e+00 +2.8804e-01 -9.4539e-01 +6.6324e-01 +6.4179e-01 -5.0145e-01
% function evaluation | noise-free fitness - Fopt (-6.720000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.188999949e+09 +1.188999949e+09 +1.188999882e+09 +1.188999882e+09 -2.7623e+00 +3.5213e+00 +9.7685e-01 -3.7657e+00 -1.5159e+00 +2.1047e+00 +1.6060e+00 +2.6596e+00 -2.9402e+00 +3.2654e-02 -2.8602e+00 +3.6388e+00 +1.0102e-01 +1.3285e+00 -6.0289e-01 +3.7410e+00 +8.6326e-01 +2.1197e+00 -6.6906e-01 -3.6155e+00
4 +6.230570469e+08 +6.230570469e+08 +6.230569797e+08 +6.230569797e+08 +1.7411e+00 +1.5653e+00 +3.1309e+00 -1.1277e+00 +3.2202e+00 -1.6832e-02 -2.1161e+00 +3.0114e-01 -3.5263e+00 -2.6150e+00 +1.2386e+00 +4.7723e-01 +2.2480e+00 +4.8773e-01 -5.3876e-01 -3.1014e+00 -8.3942e-01 +1.4416e+00 -1.3390e+00 -3.7263e+00
9 +3.895569471e+08 +3.895569471e+08 +3.895568799e+08 +3.895568799e+08 +1.9482e+00 -1.8978e+00 -1.9490e+00 +7.1291e-01 +2.5432e+00 +2.1383e+00 -8.9873e-01 +1.7734e+00 -5.6673e-01 +1.2426e+00 -2.1586e+00 +3.7393e+00 -1.1896e+00 -2.7139e+00 +3.4856e+00 -2.8902e+00 +5.3058e-01 +1.7979e+00 +2.7850e+00 -3.1054e+00
65 +2.165157336e+08 +2.165157336e+08 +2.165156664e+08 +2.165156664e+08 -3.4955e+00 -3.6717e+00 -2.5489e+00 -1.3709e+00 +2.3412e+00 -2.4543e+00 -2.6559e+00 -5.8976e-01 -5.4153e-01 +2.0085e+00 +7.3331e-01 +2.6624e+00 -1.6700e+00 -1.2620e+00 +3.5109e+00 -5.1073e-01 -2.3984e+00 +1.5823e-01 +2.1699e+00 +1.2698e+00
80 +1.431486702e+08 +1.431486702e+08 +1.431486030e+08 +1.431486030e+08 -1.9952e+00 -3.6097e+00 +6.1982e-01 -1.1027e+00 +7.9039e-01 -2.3475e+00 -2.1138e-01 -1.3598e-01 -1.8593e+00 +2.4374e+00 -1.4252e+00 +2.4635e+00 -1.1413e+00 +1.7109e+00 -5.5772e-01 -2.5426e-01 -2.5206e+00 +2.6238e+00 -1.4731e-01 +1.2747e+00
723 +9.983416349e+07 +9.983416349e+07 +9.983409629e+07 +9.983409629e+07 -1.4642e+00 -3.8142e+00 +8.6291e-01 -1.2325e+00 +5.6150e-01 -2.2611e+00 -1.4727e+00 +8.3978e-02 +6.5102e-01 +2.6009e+00 +3.3949e-01 +2.4105e+00 -1.3285e+00 +1.0859e+00 -5.1627e-01 +6.8658e-02 -2.0296e+00 +2.2007e+00 -4.2844e-03 +1.5058e+00
3489 +6.291355676e+07 +6.291355676e+07 +6.291348956e+07 +6.291348956e+07 -1.0366e+00 -3.9551e+00 +6.6631e-01 -7.6598e-01 +8.3089e-01 -1.7732e+00 -1.7881e+00 +7.1839e-01 +9.0841e-01 +2.0667e+00 +2.1034e-01 +2.3097e+00 -1.9753e+00 +1.3800e+00 -9.8401e-01 +4.3722e-01 -2.4214e+00 +2.4127e+00 -3.0405e-01 +1.4610e+00
6117 +3.930777757e+07 +3.930777757e+07 +3.930771037e+07 +3.930771037e+07 -5.9275e-01 -3.7001e+00 +9.1531e-02 -8.3622e-01 +1.0890e+00 -1.3978e+00 -2.3919e+00 +1.2543e+00 +1.4071e+00 +1.3576e+00 +3.6137e-01 +2.4808e+00 -1.8704e+00 +1.6585e+00 -1.4142e+00 +1.2365e+00 -2.4397e+00 +2.6632e+00 -3.1031e-01 +1.6673e+00
8026 +2.498195803e+07 +2.498195803e+07 +2.498189083e+07 +2.498189083e+07 -3.5699e-01 -3.4129e+00 -3.6725e-01 -6.1106e-01 +1.5460e+00 -1.0783e+00 -2.4999e+00 +1.5845e+00 +1.2014e+00 +9.4836e-01 +3.1050e-01 +2.3979e+00 -2.2339e+00 +1.7367e+00 -1.7694e+00 +1.8607e+00 -2.5511e+00 +2.8162e+00 -9.0190e-01 +1.7326e+00
9535 +1.507388815e+07 +1.507388815e+07 +1.507382095e+07 +1.507382095e+07 -2.3759e-01 -3.3214e+00 -8.4058e-01 -2.3914e-01 +1.4485e+00 -6.6762e-01 -2.6329e+00 +1.8408e+00 +1.6308e+00 +6.6953e-01 +1.7272e-01 +2.2333e+00 -2.4151e+00 +1.8516e+00 -1.9857e+00 +2.4150e+00 -2.7320e+00 +2.9066e+00 -1.2893e+00 +1.9224e+00
11031 +9.972720674e+06 +9.972720674e+06 +9.972653474e+06 +9.972653474e+06 -1.8002e-01 -3.2588e+00 -1.1726e+00 -2.5390e-01 +1.5477e+00 -4.1161e-01 -3.0954e+00 +2.3775e+00 +1.5317e+00 +4.9660e-01 +5.1801e-01 +2.1622e+00 -2.5182e+00 +2.1955e+00 -2.2462e+00 +2.4613e+00 -2.8212e+00 +2.8269e+00 -1.4983e+00 +2.0902e+00
12155 +6.279144161e+06 +6.279144161e+06 +6.279076961e+06 +6.279076961e+06 -2.3980e-01 -3.1455e+00 -1.6385e+00 -5.8374e-02 +1.5775e+00 -2.0363e-01 -3.3536e+00 +2.6285e+00 +1.4128e+00 +4.7397e-01 +4.4658e-01 +2.1404e+00 -2.9741e+00 +2.2917e+00 -2.4794e+00 +2.7605e+00 -3.0486e+00 +2.9037e+00 -1.4542e+00 +2.0503e+00
